country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Mexico,46.30,52.35,56.60,59.50,61.75,63.65,66.20,69.00,70.80,72.60,74.15,74.30,74.65,74.35,73.55,76.95
Micronesia,52.70,54.65,57.00,59.30,61.55,63.40,64.90,66.40,67.80,69.00,70.65,71.25,71.35,72.00,73.40,74.70
Micronesia (Federated States of),50.60,54.20,57.70,60.00,61.95,63.60,65.15,66.70,68.00,69.35,70.40,71.20,71.55,71.50,71.65,73.30
Middle Africa,37.60,39.30,40.00,42.35,44.40,45.40,46.75,47.80,48.80,49.40,51.35,54.10,57.00,59.40,59.80,61.15
Mongolia,39.70,41.80,47.00,50.80,54.00,55.55,56.00,57.50,59.70,61.30,64.00,66.30,68.30,70.70,71.75,72.50
Montenegro,60.20,62.85,66.10,68.90,70.30,71.25,71.70,75.10,74.75,73.50,74.15,74.65,76.35,76.90,77.35,79.05
Morocco,39.65,41.80,44.10,47.20,49.75,52.80,56.95,60.75,63.55,65.70,67.65,69.70,71.85,73.75,74.70,75.80
Mozambique,37.95,39.95,41.60,41.65,41.75,42.70,40.55,41.60,44.95,47.40,50.45,52.60,55.65,59.75,60.10,61.50
Myanmar,37.35,42.05,45.15,49.20,51.60,53.35,55.05,56.15,57.40,59.35,60.85,61.15,64.35,66.15,66.95,68.00
Namibia,42.45,45.55,49.00,52.00,54.75,57.50,57.80,60.45,61.25,55.50,51.35,53.65,57.80,62.05,60.35,64.10
Nepal,37.80,38.20,39.20,41.35,43.65,46.10,48.95,52.40,56.70,60.80,63.75,66.25,67.55,68.75,69.80,71.45
Netherlands,71.90,72.90,73.55,73.75,74.10,75.15,76.15,76.65,77.20,77.75,78.50,80.10,81.15,81.70,82.60,83.85
New Caledonia,50.25,53.80,56.85,59.70,62.55,64.80,67.30,69.20,70.10,72.20,75.90,77.60,79.35,79.70,80.50,81.40
New Zealand,69.80,70.75,71.30,71.40,71.80,72.70,73.80,74.35,76.25,77.45,78.95,80.25,81.35,82.30,83.25,84.30
Nicaragua,41.70,44.70,47.60,52.35,54.00,54.60,57.65,59.25,64.25,66.10,67.35,69.75,72.60,73.60,74.15,75.75
Niger,36.05,36.20,36.50,36.55,35.60,37.60,39.80,40.25,42.80,47.10,50.60,55.50,59.60,62.10,61.80,63.70
Nigeria,36.15,36.95,37.90,38.50,41.30,45.25,46.50,46.20,45.80,45.95,48.05,50.00,51.45,52.35,53.60,55.15
Northern Africa,39.75,42.65,45.30,47.45,49.95,53.60,57.15,59.75,62.95,65.00,67.25,68.65,70.20,71.55,71.85,73.50
Northern America,68.75,69.85,70.35,70.65,71.50,73.35,74.45,75.00,75.80,76.60,77.30,78.30,79.20,79.30,79.30,81.45
Northern Europe,69.20,70.55,71.15,71.80,72.30,73.00,73.95,74.75,75.60,76.55,77.80,79.05,80.40,81.05,81.80,83.15
Norway,72.65,73.55,73.50,74.00,74.45,75.30,76.10,76.30,77.15,78.20,79.15,80.50,81.50,82.65,83.70,84.65
Occupied Palestinian Territory,46.35,47.85,50.30,53.00,50.95,60.00,63.50,66.40,68.70,70.40,70.80,72.30,73.35,74.85,74.55,76.90
Oceania,62.10,64.25,65.60,66.40,67.80,69.65,71.30,72.35,73.80,74.70,75.75,76.75,77.80,78.65,79.85,80.65
Oman,30.65,32.90,38.10,44.25,49.90,56.45,63.10,68.05,71.10,73.15,74.50,75.10,77.35,78.25,75.95,80.15
Pakistan,37.20,42.25,46.65,51.75,54.35,56.60,58.65,59.45,60.20,60.85,62.75,63.85,65.10,66.40,67.15,68.50
Panama,56.35,58.40,62.15,64.20,66.55,68.70,70.10,70.85,71.75,73.20,75.00,76.25,77.00,77.85,77.80,79.95
Papua New Guinea,,,,,,,,,,,,,,,66.40,67.35
Paraguay,58.65,59.55,61.05,62.20,63.00,64.00,65.40,67.00,68.50,69.50,70.30,71.30,72.60,73.65,72.90,75.60
Peru,46.70,48.70,51.50,54.20,54.80,58.70,60.15,62.95,66.25,68.75,71.70,73.35,74.60,76.00,74.80,77.85
