country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Timor-Leste,0.11,0.15,0.21,0.27,0.51,1.31,1.96,3.61,4.59,6.15,7.79,9.46,11.24,13.95,15.00,16.69
Togo,0.20,0.38,1.53,1.81,2.34,2.84,2.37,3.20,3.14,2.36,3.05,3.98,12.17,6.03,6.48,8.47
Tonga,1.62,2.56,4.40,6.47,8.28,9.63,9.64,9.81,9.49,9.02,9.96,11.82,11.05,11.78,13.50,14.75
Trinidad and Tobago,7.30,9.27,11.81,12.93,14.86,16.19,16.74,16.19,17.45,20.48,22.03,25.66,28.49,31.37,33.21,35.17
Tunisia,0.03,0.31,0.54,1.25,2.41,3.29,3.43,3.57,4.54,5.50,6.97,9.61,10.87,12.98,14.77,16.58
Turkey,0.68,1.33,2.31,3.68,4.83,5.74,6.09,6.53,8.11,9.44,10.72,13.16,15.58,16.52,18.22,19.30
Turkmenistan,1.98,2.69,4.06,4.99,5.94,4.98,4.23,3.86,3.98,4.02,4.14,4.25,4.33,4.64,4.51,4.73
Uganda,0.59,1.27,1.59,1.74,2.25,2.84,3.39,3.60,3.84,3.99,4.74,5.38,12.84,6.30,12.72,14.67
Ukraine,3.05,4.17,7.12,8.20,9.10,8.88,8.51,8.56,8.06,8.67,16.61,9.73,10.33,11.48,11.37,11.75
United Arab Emirates,2.85,4.94,9.25,16.51,17.01,14.83,12.51,11.50,10.14,8.58,10.04,9.30,12.33,12.60,13.38,13.90
United Kingdom of Great Britain and Northern Ireland,7.45,8.73,9.93,11.70,13.88,15.42,15.81,16.22,17.02,19.95,21.83,22.97,29.31,25.69,52.52,55.70
United Republic of Tanzania,0.22,0.27,0.34,0.59,0.94,1.33,1.31,1.35,1.52,1.58,1.95,2.81,6.83,4.66,6.05,6.89
United States Virgin Islands,,,,,,,,,,,,,,,24.88,24.64
United States of America,6.16,9.50,10.94,13.06,15.18,14.59,13.38,13.48,14.19,14.51,14.35,15.42,16.37,18.24,43.03,45.01
Uruguay,0.28,0.46,0.69,0.90,1.19,1.29,1.46,1.48,1.48,1.46,1.57,1.66,2.65,1.75,3.88,4.25
Uzbekistan,,,,,,,,,,,,,,,21.53,22.17
Vanuatu,0.72,1.08,1.51,1.99,2.28,2.56,2.77,3.07,3.15,2.78,2.95,4.00,2.87,3.13,3.89,4.57
Venezuela (Bolivarian Republic of),5.74,6.51,8.71,10.63,11.99,13.17,13.09,13.31,13.43,13.99,15.85,18.66,25.45,25.40,27.03,29.28
Viet Nam,1.67,2.41,3.74,4.63,4.46,4.24,3.78,3.23,2.77,3.63,4.91,11.84,7.89,9.29,21.11,24.70
Western Africa,0.62,0.89,1.37,1.60,1.94,2.71,3.78,4.15,3.95,4.00,4.38,4.96,9.79,6.07,6.39,7.12
Western Asia,2.12,2.90,4.26,5.15,6.40,7.48,7.76,7.69,7.74,8.19,8.99,10.64,11.30,11.82,12.24,12.75
Western Europe,4.61,5.39,6.79,8.63,9.68,10.24,10.69,11.34,12.69,14.85,16.13,17.17,32.26,19.93,20.08,22.10
Western Sahara,,,,,,,,,,,,,,,3.67,5.33
World,2.61,3.44,4.51,5.30,6.18,6.75,7.36,8.01,8.31,9.14,10.33,12.37,15.61,17.42,17.61,19.36
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.02
Zambia,6.81,6.90,6.92,6.86,6.71,6.43,6.19,5.74,5.63,5.36,5.21,5.20,5.43,4.96,5.77,6.08
Zimbabwe,0.79,1.13,1.57,2.08,2.73,3.39,4.51,6.69,6.89,5.56,4.72,4.73,5.82,5.12,5.17,5.70
