country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Sao Tome and Principe,6.204,6.199,6.284,6.395,6.505,6.494,6.274,5.992,5.700,5.351,5.091,4.871,4.644,4.162,3.802,3.445
Saudi Arabia,7.581,7.599,7.644,7.639,7.518,7.297,7.029,6.356,5.489,4.596,3.714,3.127,2.774,2.572,2.391,2.220
Senegal,6.796,6.891,7.078,7.231,7.257,7.269,7.223,6.751,6.155,5.667,5.331,5.125,4.995,4.638,4.294,3.944
Serbia,2.770,2.141,2.045,1.978,1.813,1.871,1.838,1.812,1.703,1.468,1.461,1.285,1.427,1.482,1.511,1.550
Seychelles,,,,,,,,,,,,,,,2.325,2.178
Sierra Leone,6.049,6.113,6.231,6.364,6.459,6.568,6.569,6.592,6.560,6.511,6.179,5.640,5.035,4.378,4.043,3.592
Singapore,6.425,6.383,5.401,4.010,2.851,1.923,1.658,1.551,1.562,1.450,1.335,1.266,1.216,1.017,1.092,1.124
Slovakia,3.524,3.279,2.929,2.550,2.501,2.499,2.287,2.157,1.918,1.425,1.229,1.316,1.390,1.503,1.646,1.652
Slovenia,2.813,2.386,2.261,2.339,2.152,2.191,1.911,1.638,1.374,1.255,1.225,1.406,1.569,1.600,1.616,1.622
Solomon Islands,7.014,6.973,6.968,6.944,7.060,6.937,6.512,5.996,5.468,5.015,4.633,4.439,4.411,4.226,3.991,3.679
Somalia,7.250,7.250,7.255,7.241,7.119,7.069,7.247,7.374,7.496,7.629,7.568,7.418,7.188,6.753,6.461,6.069
South Africa,6.131,6.185,6.103,5.846,5.481,4.975,4.676,4.284,3.490,2.817,2.381,2.557,2.436,2.369,2.255,2.139
South America,5.614,5.653,5.581,5.148,4.630,4.219,3.812,3.357,2.977,2.672,2.356,2.152,2.028,1.926,1.760,1.720
South Sudan,6.646,6.693,6.749,6.836,6.902,6.906,7.013,7.926,7.997,7.880,7.088,5.729,5.198,4.776,4.487,4.200
South-Eastern Asia,5.823,6.003,6.025,5.815,5.417,4.791,4.271,3.623,3.168,2.782,2.520,2.423,2.351,2.213,2.082,1.987
Southern Africa,6.125,6.185,6.122,5.900,5.576,5.125,4.813,4.392,3.614,2.945,2.520,2.654,2.539,2.466,2.344,2.215
Southern Asia,5.989,6.088,6.144,6.027,5.738,5.353,5.027,4.640,4.145,3.691,3.330,2.926,2.623,2.398,2.191,2.086
Southern Europe,2.679,2.634,2.698,2.694,2.555,2.284,1.868,1.581,1.429,1.325,1.355,1.426,1.409,1.353,1.295,1.312
Spain,2.486,2.650,2.824,2.879,2.862,2.620,1.942,1.506,1.289,1.150,1.262,1.381,1.329,1.294,1.174,1.205
Sri Lanka,5.510,5.500,5.280,4.785,4.126,3.736,3.320,2.681,2.450,2.194,2.254,2.291,2.182,2.052,1.915,1.796
Sudan,6.684,6.670,6.704,6.933,7.002,6.865,6.638,6.356,6.034,5.608,5.244,5.055,4.937,4.757,4.390,4.019
Suriname,6.563,6.581,6.534,6.050,5.317,4.354,3.723,3.398,3.193,2.994,2.839,2.689,2.565,2.444,2.364,2.268
Swaziland,6.705,6.702,6.799,6.780,6.734,6.683,6.401,5.802,4.939,4.241,3.838,3.574,3.262,3.017,2.807,2.612
Sweden,2.240,2.265,2.276,2.210,1.917,1.670,1.639,1.872,2.038,1.576,1.645,1.867,1.908,1.791,1.647,1.674
Switzerland,2.317,2.375,2.568,2.392,1.922,1.545,1.538,1.539,1.546,1.483,1.412,1.457,1.522,1.522,1.442,1.444
Syrian Arab Republic,7.606,7.566,7.454,7.584,7.605,7.387,6.878,6.090,5.001,4.309,3.943,3.680,3.234,2.941,2.684,2.488
Taiwan Province of China,6.639,6.290,5.518,4.555,3.471,2.817,2.304,1.783,1.761,1.666,1.324,1.079,1.072,1.127,1.012,1.129
Tajikistan,5.329,6.134,6.745,7.010,6.843,6.398,5.935,5.639,5.012,4.365,3.758,3.402,3.445,3.342,3.171,2.947
Thailand,6.361,6.296,6.265,5.985,5.118,3.923,3.007,2.313,2.019,1.821,1.580,1.576,1.563,1.409,1.399,1.405
The former Yugoslav Republic of Macedonia,5.375,4.452,3.726,3.320,2.785,2.500,2.407,2.262,2.163,1.955,1.732,1.475,1.506,1.440,1.505,1.560
Timor-Leste,6.561,6.422,6.210,5.862,5.481,5.126,5.500,5.696,5.861,5.953,5.963,5.386,4.460,3.605,3.186,2.876
