country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Spain,51.67,56.04,64.29,74.56,83.23,90.09,94.57,96.56,97.34,97.61,97.72,97.74,97.94,97.70,127.18,128.63
Sri Lanka,39.97,44.63,52.27,59.57,66.29,70.74,73.33,75.17,79.88,85.01,89.59,91.89,94.20,95.78,96.94,97.75
Sudan,2.89,4.19,5.82,8.04,10.83,14.94,21.64,28.04,31.99,35.81,37.46,39.70,38.24,39.79,42.53,46.10
Suriname,58.68,63.41,72.24,78.97,83.41,87.67,90.44,92.30,93.34,93.61,94.02,95.48,96.06,97.33,99.29,99.32
Swaziland,8.26,11.84,16.85,23.72,32.49,43.43,51.82,58.68,66.74,72.76,73.21,75.63,67.92,71.93,73.61,75.30
Sweden,99.95,99.95,99.95,99.98,99.99,99.99,99.99,99.99,99.99,99.99,99.99,100.00,100.00,99.99,128.29,130.07
Switzerland,95.55,96.32,96.98,97.63,97.93,98.02,97.99,98.20,98.52,98.54,98.77,98.98,99.08,99.20,112.98,114.98
Syrian Arab Republic,9.67,13.09,17.39,22.48,28.27,33.67,39.66,44.88,49.26,53.05,56.23,59.67,62.93,65.89,77.45,81.59
Taiwan Province of China,57.86,69.55,74.32,85.46,92.77,96.21,98.48,99.53,99.76,99.81,99.84,99.92,99.96,99.97,136.14,137.16
Tajikistan,81.33,88.31,93.06,95.89,97.70,98.71,99.02,99.10,99.15,99.16,99.09,98.64,98.85,96.93,99.98,99.95
Thailand,66.84,75.53,82.54,87.82,94.24,95.16,95.75,96.94,96.97,92.35,93.27,95.10,95.00,97.33,97.95,98.24
The former Yugoslav Republic of Macedonia,24.99,38.94,54.42,68.82,80.81,86.50,90.51,92.99,93.79,94.57,95.55,96.59,96.62,97.49,98.03,98.19
