Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Maldives,0.080345,0.077931,0.080936,0.093367,0.110809,0.09011,0.086765,0.088857,0.08581,0.089798,0.094033,0.090838,0.087763,0.084297,0.277419,0.296578,0.286389,0.314302,0.370818,0.346288,0.42089,0.423206,0.451072,0.518205,1.086428,1.305285,1.297518,1.132582,1.258786,1.235707,2.226091,1.934323,2.304743,1.947783,2.451454,2.234775,2.665277,2.705876,2.843502,2.825928,2.920519,3.062295,3.728368,4.052541,5.302248,3.70988,3.911727,3.508937,2.930253,3.106836,2.405809,3.256392,3.414386
Mali,0.039369,0.038539,0.03828,0.03926,0.040727,0.041917,0.041776,0.042124,0.041883,0.046331,0.04418,0.055117,0.03846,0.040501,0.038703,0.040945,0.03234,0.050235,0.027077,0.044967,0.034787,0.042636,0.03808,0.036341,0.035537,0.035728,0.038089,0.036998,0.037474,0.037961,0.068862,0.069954,0.071053,0.070706,0.069766,0.069785,0.081107,0.093521,0.104513,0.130044,0.124608,0.131495,0.133939,0.157002,0.161535,0.189921,0.238624,0.26049,0.282849,0.290188,0.315154,0.326094,0.324748
Malta,2.257063,2.25669,2.831212,2.721377,2.493742,2.228636,2.501521,2.635762,3.038861,2.932578,3.224747,3.623402,4.060166,2.968014,4.04818,3.475384,5.505947,5.732325,6.183546,6.638876,6.555891,6.096552,5.919188,7.576729,6.711633,6.321621,6.136271,6.471155,6.187595,6.23797,5.473138,6.347894,5.869651,6.556995,6.496656,6.524711,6.56143,6.695941,6.675232,6.105795,6.25971,6.202254,6.486234,5.60886,5.465984,3.764351,3.004367,3.33586,3.239079,3.320024,3.143417,3.140789,3.382143
Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002994,0.002873,0.002758,0.002648,0.002545,0.002449,0.002363,0.002294,0.002241,0.002195,0.002156,0.002123,0.002096,0.002072,0.00205,0.00203,0.002011,0.001992,0.001972,0.001956,0.001945,0.001937,0.001931,0.001927,0.001923,0.001922,0.001922,0.001922,0.001921,0.001927,0.001945,0.001973,0.002008,0.002049,0.002096,0.002149,0.002208,0.002272,0.002342,0.002417,0.002495
Mauritania,0.302963,0.295227,0.288354,0.290072,0.301728,0.305246,0.305929,0.306995,0.303796,0.33453,0.323261,0.289674,0.263135,0.277517,0.376974,0.363491,0.22074,0.391456,0.450465,0.467198,0.362266,0.446128,1.096529,1.042621,1.047676,1.060849,1.030113,0.990003,0.985998,0.990598,0.404907,0.436956,0.474576,0.48643,0.518255,0.523399,0.560913,0.608071,0.660579,0.638555,0.621328,0.646624,0.698114,0.620006,0.697074,0.695166,0.642261,0.904622,1.02255,1.004139,1.007667,0.931619,1.030901
Mauritius,0.371065,0.365335,0.394107,0.432576,0.504873,0.517713,0.562599,0.642407,0.663954,0.65692,0.602978,0.6142,0.558678,0.629635,0.669518,0.623599,0.766463,0.804473,0.884649,0.989574,1.121201,1.187929,1.238518,1.349312,1.37036,1.391679,1.443039,1.431179,1.553316,1.879658,2.058603,2.159682,2.189236,2.275893,2.28083,2.425638,2.69231,2.75429,2.803505,2.756229,2.939619,2.919585,2.980933,3.063879,3.16403,3.160002,3.216546,3.326068,3.296362,3.321682,2.958103,3.149169,3.207783
Mexico,2.37916,2.314264,2.4687,2.57794,2.761999,2.824927,2.931386,2.950298,3.220709,3.320169,3.581569,3.76263,3.943168,3.632161,3.606901,3.656016,3.525191,3.60094,3.513548,3.610027,3.497487,3.641869,3.616736,3.654746,3.87829,3.590683,3.698261,3.836662,4.017852,3.841793,4.022721,3.943951,3.948308,4.085414,4.123394,4.227584,4.325712,4.328992,4.279101,4.121221,4.197558,4.2218,4.333504,4.174431,4.01482,4.050697,4.061045,4.057433,3.838317,3.925424,3.462471,3.546625,3.521838
"Micronesia, Fed. Sts.",0.001697,0.001649,0.001606,0.001563,0.001521,0.001483,0.001448,0.001413,0.001374,0.001332,0.001292,0.001253,0.001216,0.001181,0.001147,0.001115,0.001084,0.001054,0.00103,0.00101,0.000991,0.001946,0.001908,0.001868,0.001834,0.001814,0.001807,0.001801,0.001796,0.001791,0.001785,0.00178,0.001779,0.001781,0.001787,0.001795,0.001806,0.00182,0.001836,0.001853,0.00186,0.001857,0.001854,0.00185,0.001845,0.00184,0.001834,0.001827,0.00182,0.001814,0.001803,0.001792,0.001784
"Middle East, North Africa, Afghanistan & Pakistan",1.873914,1.936607,2.089183,2.342087,2.281524,2.247192,2.522374,2.538593,2.577649,2.60274,2.554226,2.371868,2.470674,2.528761,2.423756,2.456349,2.439399,2.497154,2.530023,2.585657,2.578704,2.622139,2.713969,2.796244,2.928581,2.94838,2.96839,3.02681,2.984003,3.027559,3.083014,3.162088,3.193178,3.233331,3.350988,3.483659,3.599676,3.694884,3.800957,3.835546,3.91183,3.916665,4.033633,4.024535,4.088995,4.073583,4.073691,4.109895,4.001417,4.029214,3.943968,4.077017,4.094321
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",1.192087,1.166479,1.228078,1.355102,1.340832,1.358903,1.536807,1.555258,1.561133,1.580348,1.470752,1.383986,1.500392,1.59251,1.607105,1.66347,1.648995,1.683434,1.675416,1.711676,1.773037,1.785756,1.899283,1.94565,2.029844,2.061408,2.056989,2.108637,2.030215,2.065121,2.107653,2.158713,2.154889,2.169029,2.266257,2.365192,2.436577,2.499324,2.523132,2.548714,2.5395,2.498885,2.564324,2.558199,2.583261,2.535627,2.56443,2.655826,2.620408,2.652044,2.619073,2.735516,2.736378
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1.192087,1.166479,1.228078,1.355102,1.340832,1.358903,1.536807,1.555258,1.561133,1.580348,1.470752,1.383986,1.500392,1.59251,1.607105,1.66347,1.648995,1.683434,1.675416,1.711676,1.773037,1.785756,1.899283,1.94565,2.029844,2.061408,2.056989,2.108637,2.030215,2.065121,2.107653,2.158713,2.154889,2.169029,2.266257,2.365192,2.436577,2.499324,2.523132,2.548714,2.5395,2.498885,2.564324,2.558199,2.583261,2.535627,2.56443,2.655826,2.620408,2.652044,2.619073,2.735516,2.736378
Middle income,1.263847,1.24237,1.287569,1.345579,1.372636,1.43736,1.485577,1.54097,1.612407,1.640272,1.620656,1.58289,1.595822,1.607021,1.648646,1.650885,1.684942,1.739014,1.776715,1.79366,1.838491,1.852609,1.842807,1.860567,1.873428,1.95854,1.948294,1.983164,1.981927,1.957562,2.014494,2.045206,2.113101,2.273359,2.459111,2.625056,2.789006,2.94635,3.007682,3.074963,3.274872,3.460164,3.545964,3.626667,3.652053,3.591609,3.58374,3.641927,3.740718,3.781308,3.702666,3.882665,3.896017
Moldova,7.9122,7.845084,8.218036,8.663482,9.048706,9.600085,9.810818,9.924159,10.183942,10.328117,10.643396,10.514487,10.525638,10.500081,10.477543,10.44031,10.611757,10.740128,10.692867,10.556966,10.684365,8.603734,6.846038,5.834442,4.746987,4.151937,3.583627,3.280431,2.993942,2.541986,2.357738,2.461058,2.510592,2.711079,2.725013,2.883746,2.815721,2.792194,2.763319,2.725103,2.971296,2.983467,2.920229,2.62072,2.813653,2.926398,3.004938,3.014603,3.273637,3.41942,3.357861,3.718571,3.277712
Mongolia,4.307049,4.193686,3.753308,3.923438,4.241071,4.239614,4.248194,4.704408,4.939647,5.122846,5.489454,5.021181,5.284021,5.293337,5.503831,6.207501,6.627211,6.856535,7.083102,6.575039,6.264753,6.861872,5.977193,5.513433,4.753048,4.649059,3.86934,3.739195,3.699228,3.671865,3.78533,3.727555,3.943607,3.774632,3.817953,4.387742,4.953864,5.07731,4.996215,5.17581,5.442774,5.827047,6.21878,6.615739,6.591142,5.955306,6.188958,6.692873,7.155657,7.753377,6.767093,7.35538,7.267656
Morocco,0.458417,0.448206,0.487608,0.561041,0.604547,0.632776,0.677665,0.729147,0.759924,0.80323,0.806092,0.789867,0.804534,0.824313,0.811901,0.825691,0.829758,0.833182,0.86144,0.913631,0.92146,0.949413,1.000449,1.014227,1.0818,1.10885,1.078931,1.119514,1.12986,1.172244,1.181018,1.283951,1.31094,1.288586,1.429873,1.471081,1.474825,1.475637,1.565222,1.528377,1.602913,1.709938,1.755337,1.731181,1.73843,1.766835,1.742004,1.801639,1.819125,1.984745,1.847428,1.978912,1.937514
Mozambique,0.382789,0.374927,0.33541,0.346528,0.317266,0.26525,0.260286,0.244147,0.205241,0.186684,0.219632,0.189555,0.171003,0.152711,0.126153,0.125612,0.120676,0.120124,0.120963,0.118642,0.088732,0.07297,0.085314,0.096156,0.076175,0.078788,0.073573,0.079139,0.074762,0.07274,0.086654,0.10231,0.104825,0.130236,0.140134,0.131291,0.136003,0.152389,0.144342,0.151976,0.15677,0.179665,0.193193,0.204274,0.22455,0.243269,0.304784,0.295111,0.277594,0.288756,0.258364,0.28838,0.333694
Myanmar,0.176976,0.173883,0.166218,0.129751,0.146692,0.141096,0.147954,0.155409,0.157927,0.161223,0.167137,0.162572,0.165209,0.15711,0.168162,0.173741,0.178634,0.13326,0.123489,0.120118,0.111324,0.106236,0.1111,0.122581,0.14505,0.17369,0.180316,0.177232,0.190371,0.206414,0.221723,0.19171,0.191306,0.23482,0.225863,0.236985,0.218804,0.226988,0.172766,0.160062,0.176084,0.185604,0.251973,0.282926,0.350074,0.386396,0.446263,0.650428,0.641233,0.653318,0.654864,0.596356,0.577248
Namibia,0.976687,0.948777,0.910991,0.914434,0.954092,0.952519,0.957018,0.964232,0.961395,1.090749,1.051013,0.994861,0.906852,0.963845,0.904043,0.964089,1.022738,1.515897,1.491697,1.235117,0.911851,0.802722,0.848068,0.949097,1.061746,1.11736,1.191663,1.201115,1.208372,1.121783,1.053201,1.319621,1.127796,1.186567,1.234551,1.306633,1.270202,1.287328,1.448031,1.470833,1.272389,1.326174,1.363131,1.378108,1.386595,1.501958,1.598343,1.497375,1.478198,1.455427,1.298904,1.318355,1.238865
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,0.026833,0.026341,0.031442,0.04122,0.03618,0.029595,0.024934,0.027339,0.025405,0.036082,0.039317,0.033688,0.036876,0.049571,0.051963,0.038747,0.050123,0.052212,0.051254,0.040277,0.055745,0.066913,0.068463,0.073564,0.087335,0.092675,0.096228,0.104115,0.108301,0.138287,0.139303,0.146516,0.117822,0.13189,0.112501,0.12451,0.102106,0.10422,0.114316,0.14956,0.175006,0.195187,0.22608,0.22821,0.265695,0.263161,0.385041,0.471232,0.531555,0.473751,0.56811,0.589754,0.506316
Netherlands,10.288172,10.20574,11.286293,11.663148,10.977659,10.244897,10.947655,10.716868,10.995187,11.591649,10.962204,10.822892,10.053952,9.697405,10.084468,10.332177,10.435184,10.660028,10.590807,10.745195,11.023509,11.343297,11.132399,11.268453,11.269962,11.489568,12.095755,11.537662,11.514337,11.140268,11.105105,11.308417,11.259744,11.357884,11.470043,11.163283,10.869877,10.918454,10.941819,10.571657,11.201727,10.427828,10.241856,10.078044,9.591641,9.997342,10.028805,9.816887,9.464865,9.107844,8.150698,8.321134,7.520148
New Caledonia,9.855677,9.411076,9.353712,10.57053,12.28281,9.935109,9.510103,9.937828,9.857096,10.460265,11.14226,10.633184,7.290148,6.511487,6.800226,8.907598,8.395438,9.040749,8.668146,9.25716,8.916104,9.449453,9.303388,9.326878,9.522836,8.504384,9.312602,8.431953,8.173439,7.613247,9.6675,9.679105,10.562962,11.482267,10.107037,11.04955,10.998719,11.13451,10.627007,10.54344,13.448173,13.299918,13.133161,14.180593,17.031263,16.116581,17.199733,15.492372,21.249837,20.393433,19.874303,16.345972,16.075689
New Zealand,5.511652,5.292219,5.943421,6.298416,6.40295,5.939412,6.462369,6.618903,6.443451,5.88945,5.915063,5.825658,6.301321,6.270778,6.33888,6.607003,6.443335,6.725202,7.099165,7.021005,7.503003,7.341049,7.728629,7.646828,7.705414,7.843823,7.986093,8.28789,7.981625,8.35222,8.553853,8.995774,8.864911,8.919895,8.690324,8.754953,8.67562,8.307661,8.495328,7.766583,7.687154,7.461382,7.891518,7.784764,7.81375,7.677507,7.369933,7.534153,7.271252,7.493572,6.835009,6.826358,6.321625
Nicaragua,0.683184,0.665167,0.66697,0.717705,0.744562,0.716521,0.795874,0.944283,0.830305,0.53196,0.605706,0.62116,0.590448,0.623633,0.55243,0.544236,0.628756,0.621406,0.542957,0.42211,0.471993,0.463748,0.526368,0.505307,0.562634,0.585665,0.609855,0.642157,0.735453,0.731326,0.750642,0.784933,0.80248,0.868784,0.880652,0.825573,0.86116,0.880041,0.833502,0.803557,0.814142,0.8389,0.821363,0.775237,0.809216,0.893922,0.918114,0.899666,0.809412,0.821126,0.722926,0.781445,0.781677
Niger,0.045266,0.043277,0.04622,0.052919,0.048213,0.054448,0.057585,0.062352,0.066593,0.069431,0.083654,0.09516,0.096749,0.103285,0.084081,0.084021,0.106369,0.102379,0.102595,0.102056,0.074885,0.069253,0.063657,0.074939,0.060788,0.056812,0.063565,0.061826,0.064619,0.06121,0.060958,0.059233,0.059397,0.062265,0.06277,0.058068,0.056179,0.058803,0.05925,0.071125,0.087124,0.085804,0.115217,0.109995,0.114593,0.108819,0.104777,0.092086,0.091391,0.103413,0.101595,0.116676,0.127126
Nigeria,0.516127,0.745092,0.942827,1.105858,1.361919,1.009479,1.152389,0.988589,1.003042,1.390542,1.214682,0.96376,0.891767,0.8701,0.851903,0.862467,0.820142,0.756117,0.837026,0.841164,0.773377,0.815746,0.870407,0.824296,0.749499,0.801783,0.91102,0.863537,0.762242,0.731323,0.792791,0.818897,0.720895,0.784354,0.736921,0.710051,0.62199,0.550573,0.58114,0.499338,0.566502,0.606967,0.580337,0.633029,0.660184,0.621245,0.631791,0.579461,0.592412,0.60198,0.555701,0.599007,0.578271
North America,21.874962,21.010637,21.940134,22.600656,21.704207,20.553823,21.650296,22.162628,21.902081,21.868705,20.774219,20.212947,18.995707,18.735304,19.43347,19.360417,19.002302,19.458504,20.202308,20.261332,19.556275,19.118685,19.177426,19.338995,19.44646,19.441249,19.783545,20.505274,20.449384,20.308512,20.683346,20.288308,19.686653,19.784102,19.826898,19.738329,19.228607,19.35354,18.568099,17.082956,17.714241,16.992618,16.198256,16.483667,16.417982,15.961589,15.542117,15.284616,15.673479,15.159436,13.567577,14.352852,14.454689
North Macedonia,5.542817,5.120221,5.086716,5.79287,5.869323,4.633609,4.792012,4.870172,4.6499,5.192174,4.67637,4.988553,4.253556,3.941511,4.579068,4.828501,4.942481,4.732264,4.769968,4.881281,5.422426,4.814508,4.332054,4.50541,4.401842,4.361697,5.104959,4.633153,5.064799,4.64355,4.45999,4.531663,4.301695,4.66801,4.563666,4.818708,4.837518,5.225189,5.144477,4.656669,4.714129,5.287453,4.985074,4.575143,4.355281,4.148021,3.997717,4.203129,3.992851,4.625047,4.083994,4.155431,4.478979
Northern Mariana Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002798,0.002596,0.002421,0.002307,0.002253,0.002213,0.002176,0.00214,0.002076,0.001934,0.001767,0.00163,0.001517,0.001463,0.001471,0.001497,0.001529,0.001564,0.001604,0.001648,0.001697,0.00175,0.001808,0.001849,0.001865,0.001878,0.001895,0.001917,0.001941,0.00197,0.002002,0.002038,0.002078,0.002104,0.002129,0.00217
Norway,9.386126,8.993095,9.685574,9.762835,9.305872,9.078452,9.56566,9.765001,9.472904,10.124623,9.676842,8.803591,7.940411,7.883453,8.338883,8.424531,8.968449,8.6108,8.805608,8.533746,8.561365,7.935623,8.482897,8.929309,9.33505,9.324819,9.344958,9.830319,10.177968,10.470733,9.300781,9.367708,9.163231,9.736498,9.776084,9.36837,9.443263,9.535855,9.878923,9.345094,9.814364,9.476694,9.243604,9.228579,9.147047,9.242211,9.049752,8.984023,8.780335,8.479335,8.124938,8.214714,7.979858
OECD members,11.244274,10.976269,11.357155,11.837087,11.453537,10.943709,11.48708,11.605437,11.639255,11.803264,11.345137,10.960397,10.488317,10.350659,10.603134,10.600093,10.49711,10.654296,10.887412,10.942193,10.735331,10.654738,10.564595,10.549576,10.64257,10.695367,10.935859,11.082947,11.001115,10.962301,11.146668,11.045126,10.899677,11.017563,11.044726,11.002659,10.875992,10.926559,10.567446,9.858459,10.222851,9.992639,9.790693,9.773343,9.539101,9.42978,9.316314,9.261067,9.23662,8.918088,8.122856,8.534162,8.426848
Oman,11.09359,10.794002,10.504387,10.25113,10.390662,33.206696,35.34315,33.604501,26.394862,22.585227,12.885719,13.651591,11.256104,12.118152,9.827316,7.206748,8.026495,7.343391,7.729351,7.27055,9.302964,10.75603,10.599421,10.239529,9.376252,9.503011,9.716838,10.037613,9.965584,11.194061,11.531853,12.328712,13.029771,13.614796,13.214081,13.433073,16.758941,17.730512,17.029395,17.54558,18.674237,19.416868,19.01178,18.42311,18.745645,18.954932,18.362619,17.930967,18.351317,18.606277,18.168282,19.493119,19.683076
Other small states,5.21548,5.120217,5.552465,6.168211,6.48203,6.787417,7.090969,7.241257,7.574551,7.673442,7.861707,7.728678,7.6112,7.434126,7.242323,6.953794,6.808608,6.755782,6.487542,6.089491,6.929669,6.541552,5.378564,4.933691,5.09043,4.846735,4.995492,4.939732,4.619493,4.578887,4.680113,4.673155,4.515511,4.862917,4.922458,4.864359,5.094172,5.406218,5.26801,4.779069,5.107436,5.077465,4.932451,5.085903,5.068085,4.700986,4.664124,4.782825,4.853382,4.085507,3.776565,3.900372,4.061077
Pacific island small states,2.497679,2.454641,2.459797,2.572438,2.72918,2.48004,2.413638,2.414416,2.359245,2.372043,2.389589,2.398423,2.312358,2.19529,2.17099,1.915967,1.933355,1.956231,1.906338,2.004975,2.057606,1.956614,1.874417,1.927747,2.484709,2.075948,2.01444,2.17293,2.022864,2.104415,2.056825,2.22585,1.650143,1.894943,1.977996,1.960803,1.985631,1.792736,1.599205,1.83292,2.084084,1.98742,2.453778,1.762577,1.597415,1.566442,1.530353,1.488487,1.576588,1.573196,1.342158,1.495338,1.49553
Pakistan,0.296799,0.292535,0.296325,0.306265,0.315678,0.339444,0.31421,0.323873,0.3293,0.343293,0.352804,0.368392,0.398433,0.410741,0.418946,0.447304,0.464007,0.518736,0.540115,0.564964,0.565108,0.567431,0.606337,0.655752,0.654582,0.682665,0.694073,0.695324,0.682884,0.727786,0.722434,0.715615,0.694336,0.703114,0.76737,0.763286,0.808709,0.877889,0.825212,0.823532,0.781255,0.761925,0.756547,0.761813,0.78969,0.820486,0.89397,0.95531,0.891523,0.861525,0.947226,0.956818,0.965826
Palau,175.475018,169.640276,163.58865,158.922881,157.231812,157.629395,158.342594,159.265469,160.353698,161.69247,162.562138,163.272053,158.374035,160.47209,173.067406,136.455289,145.179692,148.904702,139.501536,142.750084,141.293663,137.050083,122.321596,122.263621,178.640429,136.650189,125.274725,139.065606,123.018786,128.030263,110.647617,122.137247,74.045019,87.395086,76.781029,87.552349,86.653397,71.686872,73.533589,116.190069,114.736899,131.081978,202.865184,103.371487,71.560824,67.270681,64.302972,67.168201,69.074885,71.260816,71.740108,74.734297,78.72628
Panama,1.718229,1.674013,1.750303,1.901636,1.887997,1.88191,1.830174,1.770312,1.643081,1.739477,1.633841,1.386487,1.526845,1.710099,1.395353,1.280377,1.294571,1.400626,1.048729,1.07221,1.108454,1.251861,1.462635,1.464075,1.525877,1.608812,1.587496,1.635742,1.976389,1.695902,1.724141,2.021673,1.728925,1.71838,1.694444,2.14366,2.219599,2.175425,2.073302,2.433887,2.529892,2.706806,2.77914,2.682723,2.767631,2.684648,2.646853,2.475976,2.381582,3.108626,2.262313,2.478733,2.600248
Papua New Guinea,0.450266,0.439639,0.457725,0.53783,0.645083,0.521206,0.502411,0.519126,0.504309,0.530688,0.55973,0.542662,0.523605,0.506684,0.516005,0.557354,0.484219,0.602608,0.553385,0.535131,0.551754,0.547735,0.597691,0.587428,0.564416,0.528263,0.52186,0.52826,0.636982,0.501614,0.526362,0.618441,0.686006,0.739599,0.761531,0.800165,0.788044,0.758816,0.710288,0.668364,0.554318,0.568648,0.527248,0.55123,0.649726,0.683259,0.738809,0.629631,0.522007,0.524133,0.557716,0.537976,0.541939
Paraguay,0.265491,0.264029,0.280853,0.302916,0.285875,0.299148,0.324195,0.45002,0.52734,0.49244,0.490627,0.461148,0.444301,0.420757,0.449378,0.436099,0.452641,0.488898,0.536782,0.522404,0.541164,0.514989,0.601396,0.668348,0.760698,0.842765,0.813518,0.880317,0.902383,0.883126,0.714114,0.729978,0.753631,0.768337,0.768516,0.70107,0.747664,0.703513,0.813688,0.831001,0.913894,0.937464,0.917804,0.942926,0.980245,1.081489,1.20212,1.336055,1.360258,1.308016,1.189463,1.19343,1.184105
Peru,1.290082,1.255985,1.224175,1.263922,1.336505,1.329285,1.32539,1.274137,1.2485,1.270426,1.303517,1.314352,1.260329,1.04301,1.05563,0.995134,1.058153,1.118348,1.106983,0.975493,0.946823,0.900129,0.920073,0.94871,0.954174,1.063222,1.146604,1.12253,1.059694,1.119455,1.089786,0.999073,1.029822,0.999007,1.142474,1.133038,1.111759,1.204811,1.357796,1.452572,1.5763,1.67824,1.662298,1.687693,1.768256,1.802552,1.862891,1.76274,1.735141,1.792701,1.447468,1.798438,1.904083
Philippines,0.707319,0.697418,0.705943,0.781841,0.728546,0.781355,0.759224,0.806028,0.808192,0.84625,0.742763,0.688327,0.67341,0.701068,0.601885,0.581272,0.532922,0.636236,0.645303,0.651741,0.679412,0.666229,0.707058,0.745117,0.785714,0.926297,0.951577,1.040009,0.997228,0.951639,0.932672,0.88072,0.87808,0.882481,0.876071,0.89625,0.792915,0.845028,0.838867,0.833249,0.881994,0.860954,0.893453,0.955039,1.002373,1.074771,1.136426,1.254591,1.291147,1.335001,1.216836,1.287446,1.331122
Poland,9.463338,9.686769,10.010231,10.449993,10.741076,11.082287,11.692275,12.001271,12.704295,12.620446,12.826867,11.670769,11.735983,11.73505,12.044269,12.220722,12.340982,12.69522,12.373286,11.777945,9.748551,9.654106,9.392335,9.379956,9.201829,9.235453,9.642883,9.38348,8.640383,8.397546,8.181877,8.098695,7.912938,8.253,8.315043,8.30851,8.671733,8.664644,8.513349,8.161615,8.658234,8.589342,8.399903,8.283078,7.959918,8.050094,8.341514,8.695816,8.680318,8.219855,7.913474,8.761456,8.363579
Portugal,2.014531,2.156655,2.205348,2.454703,2.427212,2.509801,2.579103,2.529,2.592692,2.8515,2.890569,3.036078,3.207822,3.096738,3.013295,2.860057,3.266956,3.277198,3.385062,4.236872,4.393513,4.548547,4.923248,4.813484,4.94443,5.266903,5.078227,5.301684,5.710471,6.33574,6.243483,6.127521,6.501036,6.004826,6.15858,6.458104,5.981921,5.817918,5.612872,5.534532,5.036224,4.868331,4.734136,4.60337,4.583263,4.99335,4.893055,5.353592,4.969728,4.513583,3.947177,3.760146,3.801719
Post-demographic dividend,12.319554,12.028851,12.466819,13.026882,12.635382,12.109816,12.716183,12.868799,12.93417,13.155719,12.655235,12.270036,11.746064,11.640861,11.934132,11.93541,11.860756,12.046353,12.370179,12.443602,12.365274,12.223173,12.044732,11.949231,11.939726,12.023406,12.213146,12.376588,12.306409,12.319438,12.523859,12.464387,12.313326,12.475872,12.492545,12.435738,12.259545,12.313066,11.899448,11.047492,11.485395,11.233818,10.973076,10.98727,10.701541,10.520917,10.360266,10.256937,10.288413,9.932738,9.025341,9.473976,9.347134
Pre-demographic dividend,0.400381,0.460307,0.510205,0.588647,0.66496,0.567247,0.613299,0.555501,0.566292,0.684446,0.62193,0.503015,0.48055,0.49231,0.49517,0.514307,0.518087,0.495123,0.516977,0.53005,0.486469,0.45158,0.504099,0.53509,0.533461,0.539696,0.552921,0.581783,0.50109,0.455379,0.488144,0.509792,0.469406,0.459886,0.465611,0.453036,0.432421,0.409636,0.437429,0.430888,0.471634,0.489476,0.502326,0.527863,0.526334,0.524241,0.545047,0.54114,0.555522,0.568807,0.528743,0.564444,0.579929
Puerto Rico (US),10.834621,11.494828,13.796119,14.973534,13.906037,12.703073,13.697142,15.168987,15.160792,12.760283,10.349906,8.773028,6.592894,6.643124,5.901369,5.111016,6.279443,5.560789,6.431075,6.678847,5.377099,5.482762,5.649764,5.744383,5.866706,5.936896,5.954807,6.064191,6.132209,6.617754,6.608924,6.510781,5.26809,6.830515,6.841765,6.885582,4.45925,4.746927,4.093898,3.735633,3.60688,3.158904,3.096793,3.012094,3.211031,3.421932,3.260888,3.409662,4.168001,3.822852,3.798707,3.882324,4.322114
Qatar,126.351526,139.300778,150.311933,152.44283,117.35321,103.155054,89.173507,74.093704,77.746394,68.030309,52.788017,40.291872,40.577524,34.351201,46.995786,42.224408,42.446303,41.305273,40.737823,41.121025,38.579883,39.632585,40.399483,40.183884,41.057024,40.792301,43.068018,50.677021,51.746994,53.114449,49.229057,47.83656,50.899811,51.390124,53.236385,52.773901,50.355098,46.456836,43.350447,39.762994,44.66302,51.198115,53.599259,53.293683,51.476685,48.659128,46.043358,44.820804,44.5209,44.592192,41.278093,47.283974,45.195954
Romania,6.171661,6.14689,6.353934,6.88421,6.925053,7.406555,8.056823,8.364166,8.996912,9.15872,9.012823,8.99497,8.916965,8.98485,8.836792,8.757947,8.973181,9.249894,9.385648,9.278539,8.091166,6.608742,6.070092,5.759469,5.638091,5.881053,6.037472,5.512172,4.842197,4.146864,4.344523,4.717538,4.758249,4.998877,4.921753,4.901165,5.229936,5.128022,5.130506,4.207294,4.116419,4.458061,4.369012,3.979805,3.967567,4.052561,3.994794,4.175787,4.262197,4.189225,3.929412,4.222689,3.97278
Russian Federation,9.979217,9.92957,10.388201,10.959201,11.460633,12.028376,12.390296,12.579227,13.336971,13.42896,13.778467,13.645689,13.757565,13.913306,14.052807,14.210485,14.572051,14.897355,15.153215,15.143071,16.464684,16.129608,14.847798,13.559067,12.229213,11.91948,11.657599,10.866898,10.924442,11.282232,11.467858,11.538001,11.529386,12.010156,12.069847,12.118983,12.416647,12.457859,12.360419,11.640562,12.228935,12.81384,12.692298,12.268276,12.134169,12.148128,11.961747,12.135732,12.593925,12.773874,12.284053,13.392076,13.141384
Rwanda,0.024946,0.024244,0.025022,0.02504,0.024339,0.02702,0.032807,0.03175,0.033842,0.032951,0.068388,0.079244,0.07849,0.084568,0.07263,0.073418,0.071572,0.070035,0.078286,0.076148,0.07498,0.066122,0.064959,0.062735,0.070579,0.082903,0.070341,0.062139,0.061522,0.063047,0.082847,0.083938,0.097438,0.08251,0.077885,0.081937,0.080071,0.070974,0.069133,0.069232,0.07087,0.072046,0.078228,0.085015,0.084401,0.09512,0.101567,0.107482,0.11684,0.118589,0.11139,0.127785,0.161248
Samoa,0.468661,0.461745,0.485685,0.576046,0.693297,0.558222,0.536556,0.55711,0.547173,0.58263,0.62195,0.61022,0.683549,0.674209,0.751217,0.663474,0.500416,0.567812,0.56966,0.70274,0.726447,0.751618,0.729756,0.822592,0.838536,0.754994,0.755377,0.771627,0.787569,0.780474,1.02375,1.096819,1.12538,1.155692,1.130744,1.164843,1.165101,1.261437,1.28454,1.295996,1.36305,1.374844,1.36439,1.406177,1.432235,1.629481,1.740549,1.540783,1.660549,1.780437,1.477749,1.6068,1.544172
